index,id,original_title,genres,keywords,cast,director,combine
328,12,Finding Nemo,Animation Family,father son relationship harbor underwater fish tank great barrier reef,Albert Brooks Ellen DeGeneres Alexander Gould Willem Dafoe Brad Garrett,Andrew Stanton,Animation Family father son relationship harbor underwater fish tank great barrier reef Albert Brooks Ellen DeGeneres Alexander Gould Willem Dafoe Brad GarrettAndrew Stanton
329,122,The Lord of the Rings: The Return of the King,Adventure Fantasy Action,elves orcs middle-earth (tolkien) based on novel suspicion,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom,Peter Jackson,Adventure Fantasy Action elves orcs middle-earth (tolkien) based on novel suspicion Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando BloomPeter Jackson
330,121,The Lord of the Rings: The Two Towers,Adventure Fantasy Action,elves orcs middle-earth (tolkien) hobbit based on novel,Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando Bloom,Peter Jackson,Adventure Fantasy Action elves orcs middle-earth (tolkien) hobbit based on novel Elijah Wood Ian McKellen Viggo Mortensen Liv Tyler Orlando BloomPeter Jackson
331,68737,Seventh Son,Adventure Fantasy,magic chosen one dark fantasy witch hunter evil witch,Jeff Bridges Julianne Moore Ben Barnes Alicia Vikander Kit Harington,Sergei Bodrov,Adventure Fantasy magic chosen one dark fantasy witch hunter evil witch Jeff Bridges Julianne Moore Ben Barnes Alicia Vikander Kit HaringtonSergei Bodrov
332,1995,Lara Croft: Tomb Raider,Adventure Fantasy Action Thriller,treasure buddhist monk planetary configuration angkor wat illuminati,Angelina Jolie Jon Voight Iain Glen Noah Taylor Daniel Craig,Simon West,Adventure Fantasy Action Thriller treasure buddhist monk planetary configuration angkor wat illuminati Angelina Jolie Jon Voight Iain Glen Noah Taylor Daniel CraigSimon West
333,157353,Transcendence,Thriller Science Fiction Drama Mystery,artificial intelligence technology nanotechnology computer virus super computer,Johnny Depp Paul Bettany Rebecca Hall Kate Mara Morgan Freeman,Wally Pfister,Thriller Science Fiction Drama Mystery artificial intelligence technology nanotechnology computer virus super computer Johnny Depp Paul Bettany Rebecca Hall Kate Mara Morgan FreemanWally Pfister
334,331,Jurassic Park III,Adventure Action Thriller Science Fiction,exotic island dna paleontology tyrannosaurus rex velociraptor,Sam Neill William H. Macy T\u00e9a Leoni Trevor Morgan Alessandro Nivola,Joe Johnston,Adventure Action Thriller Science Fiction exotic island dna paleontology tyrannosaurus rex velociraptor Sam Neill William H. Macy T\u00e9a Leoni Trevor Morgan Alessandro NivolaJoe Johnston
335,61791,Rise of the Planet of the Apes,Thriller Action Drama Science Fiction,intelligence zoo cage dystopia golden gate bridge,James Franco Freida Pinto John Lithgow Brian Cox Tom Felton,Rupert Wyatt,Thriller Action Drama Science Fiction intelligence zoo cage dystopia golden gate bridge James Franco Freida Pinto John Lithgow Brian Cox Tom FeltonRupert Wyatt
336,8204,The Spiderwick Chronicles,Adventure Family Fantasy,brother sister relationship family relationships single mother alternate reality mother child relationship,Freddie Highmore Mary-Louise Parker Nick Nolte Sarah Bolger Andrew McCarthy,Mark Waters,Adventure Family Fantasy brother sister relationship family relationships single mother alternate reality mother child relationship Freddie Highmore Mary-Louise Parker Nick Nolte Sarah Bolger Andrew McCarthyMark Waters
337,47964,A Good Day to Die Hard,Action Thriller,bomb cia russia escape courthouse,Bruce Willis Jai Courtney Sebastian Koch Mary Elizabeth Winstead \u042e\u043b\u0438\u044f \u0421\u043d\u0438\u0433\u0438\u0440\u044c,John Moore,Action Thriller bomb cia russia escape courthouse Bruce Willis Jai Courtney Sebastian Koch Mary Elizabeth Winstead \u042e\u043b\u0438\u044f \u0421\u043d\u0438\u0433\u0438\u0440\u044cJohn Moore
338,10733,The Alamo,Western History War,texas officer uprising alamo mexican,Dennis Quaid Billy Bob Thornton Jason Patric Patrick Wilson Emilio Echevarr\u00eda,John Lee Hancock,Western History War texas officer uprising alamo mexican Dennis Quaid Billy Bob Thornton Jason Patric Patrick Wilson Emilio Echevarr\u00edaJohn Lee Hancock
339,9806,The Incredibles,Action Adventure Animation Family,secret identity secret hero island wretch,Craig T. Nelson Holly Hunter Samuel L. Jackson Jason Lee Dominique Louis,Brad Bird,Action Adventure Animation Family secret identity secret hero island wretch Craig T. Nelson Holly Hunter Samuel L. Jackson Jason Lee Dominique LouisBrad Bird
340,1408,Cutthroat Island,Action Adventure,exotic island treasure map ship scalp,Geena Davis Matthew Modine Frank Langella Maury Chaykin Patrick Malahide,Renny Harlin,Action Adventure exotic island treasure map ship scalp Geena Davis Matthew Modine Frank Langella Maury Chaykin Patrick MalahideRenny Harlin
341,32657,Percy Jackson & the Olympians: The Lightning Thief,Adventure Fantasy Family,monster greek mythology god poseidon \u00a0 lightning bolt,Logan Lerman Brandon T. Jackson Alexandra Daddario Jake Abel Sean Bean,Chris Columbus,Adventure Fantasy Family monster greek mythology god poseidon \u00a0 lightning bolt Logan Lerman Brandon T. Jackson Alexandra Daddario Jake Abel Sean BeanChris Columbus
342,607,Men in Black,Action Adventure Comedy Science Fiction,secret identity sun glasses undercover space marine illegal immigration,Tommy Lee Jones Will Smith Linda Fiorentino Vincent D'Onofrio Rip Torn,Barry Sonnenfeld,Action Adventure Comedy Science Fiction secret identity sun glasses undercover space marine illegal immigration Tommy Lee Jones Will Smith Linda Fiorentino Vincent D'Onofrio Rip TornBarry Sonnenfeld
343,863,Toy Story 2,Animation Comedy Family,museum prosecution identity crisis airplane flea market,Tom Hanks Tim Allen Joan Cusack Kelsey Grammer Don Rickles,John Lasseter,Animation Comedy Family museum prosecution identity crisis airplane flea market Tom Hanks Tim Allen Joan Cusack Kelsey Grammer Don RicklesJohn Lasseter
344,44048,Unstoppable,Action Thriller,runaway train,Denzel Washington Chris Pine Rosario Dawson Ethan Suplee Kevin Corrigan,Tony Scott,Action Thriller runaway train Denzel Washington Chris Pine Rosario Dawson Ethan Suplee Kevin CorriganTony Scott
345,5175,Rush Hour 2,Action Comedy Crime Thriller,duringcreditsstinger,"Chris Tucker Jackie Chan Zhang Ziyi Roselyn S\u00e1nchez Ernie Reyes, Jr.",Brett Ratner,"Action Comedy Crime Thriller duringcreditsstinger Chris Tucker Jackie Chan Zhang Ziyi Roselyn S\u00e1nchez Ernie Reyes, Jr.Brett Ratner"
346,2655,What Lies Beneath,Drama Horror Mystery Thriller,secret haunted house ouija board haunting missing girl,Harrison Ford Michelle Pfeiffer Diana Scarwid James Remar Miranda Otto,Robert Zemeckis,Drama Horror Mystery Thriller secret haunted house ouija board haunting missing girl Harrison Ford Michelle Pfeiffer Diana Scarwid James Remar Miranda OttoRobert Zemeckis
347,22794,Cloudy with a Chance of Meatballs,Animation Comedy Family,weather food science,Bill Hader Anna Faris James Caan Mr. T Benjamin Bratt,Phil Lord,Animation Comedy Family weather food science Bill Hader Anna Faris James Caan Mr. T Benjamin BrattPhil Lord
348,8355,Ice Age: Dawn of the Dinosaurs,Animation Comedy Family Adventure,ice age bridge insanity jungle dinosaur,Ray Romano John Leguizamo Denis Leary Queen Latifah Simon Pegg,Carlos Saldanha,Animation Comedy Family Adventure ice age bridge insanity jungle dinosaur Ray Romano John Leguizamo Denis Leary Queen Latifah Simon PeggCarlos Saldanha
349,116745,The Secret Life of Walter Mitty,Adventure Comedy Drama Fantasy,himalaya photographer magazine iceland daydream,Ben Stiller Kristen Wiig Patton Oswalt Shirley MacLaine Adam Scott,Ben Stiller,Adventure Comedy Drama Fantasy himalaya photographer magazine iceland daydream Ben Stiller Kristen Wiig Patton Oswalt Shirley MacLaine Adam ScottBen Stiller
350,4327,Charlie's Angels,Action Adventure Comedy Crime Thriller,martial arts female friendship millionaire agent,Cameron Diaz Lucy Liu Drew Barrymore Bill Murray John Forsythe,McG,Action Adventure Comedy Crime Thriller martial arts female friendship millionaire agent Cameron Diaz Lucy Liu Drew Barrymore Bill Murray John ForsytheMcG
351,1422,The Departed,Drama Thriller Crime,undercover boston police friends mafia,Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg Martin Sheen,Martin Scorsese,Drama Thriller Crime undercover boston police friends mafia Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg Martin SheenMartin Scorsese
352,10674,Mulan,Animation Family Adventure,homeland musical training daughter cricket,Eddie Murphy Jackie Chan Ming-Na Wen Lea Salonga June Foray,Tony Bancroft,Animation Family Adventure homeland musical training daughter cricket Eddie Murphy Jackie Chan Ming-Na Wen Lea Salonga June ForayTony Bancroft
353,7446,Tropic Thunder,Action Comedy,film making satire jungle movie star southeast asia,Ben Stiller Jack Black Robert Downey Jr. Nick Nolte Steve Coogan,Ben Stiller,Action Comedy film making satire jungle movie star southeast asia Ben Stiller Jack Black Robert Downey Jr. Nick Nolte Steve CooganBen Stiller
354,65754,The Girl with the Dragon Tattoo,Thriller Crime Mystery Drama,rape journalist based on novel journalism hacker,Daniel Craig Rooney Mara Christopher Plummer Goran Visnjic Stellan Skarsg\u00e5rd,David Fincher,Thriller Crime Mystery Drama rape journalist based on novel journalism hacker Daniel Craig Rooney Mara Christopher Plummer Goran Visnjic Stellan Skarsg\u00e5rdDavid Fincher
355,1572,Die Hard: With a Vengeance,Action Thriller,bomb taxi riddle robbery detective,Bruce Willis Jeremy Irons Samuel L. Jackson Graham Greene Colleen Camp,John McTiernan,Action Thriller bomb taxi riddle robbery detective Bruce Willis Jeremy Irons Samuel L. Jackson Graham Greene Colleen CampJohn McTiernan
356,10528,Sherlock Holmes,Action Adventure Crime Mystery,detective scotland yard coffin black magic arrest,Robert Downey Jr. Jude Law Rachel McAdams Mark Strong Eddie Marsan,Guy Ritchie,Action Adventure Crime Mystery detective scotland yard coffin black magic arrest Robert Downey Jr. Jude Law Rachel McAdams Mark Strong Eddie MarsanGuy Ritchie
357,271969,Ben-Hur,Drama,betrayal vengeance,Jack Huston Toby Kebbell Rodrigo Santoro Nazanin Boniadi Ayelet Zurer,Timur Bekmambetov,Drama betrayal vengeance Jack Huston Toby Kebbell Rodrigo Santoro Nazanin Boniadi Ayelet ZurerTimur Bekmambetov
358,10865,Atlantis: The Lost Empire,Animation Family Adventure Science Fiction,sea atlantis animation underwater sea monster,Michael J. Fox Corey Burton Claudia Christian James Garner John Mahoney,Gary Trousdale,Animation Family Adventure Science Fiction sea atlantis animation underwater sea monster Michael J. Fox Corey Burton Claudia Christian James Garner John MahoneyGary Trousdale
359,258509,Alvin and the Chipmunks: The Road Chip,Adventure Animation Comedy Family,chipmunk cgi talking animal aftercreditsstinger duringcreditsstinger,Jason Lee Justin Long Bella Thorne Matthew Gray Gubler Jesse McCartney,Walt Becker,Adventure Animation Comedy Family chipmunk cgi talking animal aftercreditsstinger duringcreditsstinger Jason Lee Justin Long Bella Thorne Matthew Gray Gubler Jesse McCartneyWalt Becker
360,2253,Valkyrie,Drama Thriller History War,berlin suicide bomb assassination resistance,Tom Cruise Carice van Houten Kenneth Branagh Bill Nighy Terence Stamp,Bryan Singer,Drama Thriller History War berlin suicide bomb assassination resistance Tom Cruise Carice van Houten Kenneth Branagh Bill Nighy Terence StampBryan Singer
361,10661,You Don't Mess with the Zohan,Comedy Action,new york israel middle east hairdresser ladykiller,Adam Sandler John Turturro Emmanuelle Chriqui Nick Swardson Lainie Kazan,Dennis Dugan,Comedy Action new york israel middle east hairdresser ladykiller Adam Sandler John Turturro Emmanuelle Chriqui Nick Swardson Lainie KazanDennis Dugan
362,257344,Pixels,Action Comedy Science Fiction,video game nerd alien attack 3d pixels,Adam Sandler Michelle Monaghan Peter Dinklage Josh Gad Kevin James,Chris Columbus,Action Comedy Science Fiction video game nerd alien attack 3d pixels Adam Sandler Michelle Monaghan Peter Dinklage Josh Gad Kevin JamesChris Columbus
363,644,A.I. Artificial Intelligence,Drama Science Fiction Adventure,artificial intelligence prophecy prostitute android loss of mother,Haley Joel Osment Frances O'Connor Sam Robards Jake Thomas Jude Law,Steven Spielberg,Drama Science Fiction Adventure artificial intelligence prophecy prostitute android loss of mother Haley Joel Osment Frances O'Connor Sam Robards Jake Thomas Jude LawSteven Spielberg
364,10756,The Haunted Mansion,Thriller Fantasy Comedy Family Mystery,secret passage magic estate agent haunted house family vacation,Eddie Murphy Terence Stamp Nathaniel Parker Marsha Thomason Jennifer Tilly,Rob Minkoff,Thriller Fantasy Comedy Family Mystery secret passage magic estate agent haunted house family vacation Eddie Murphy Terence Stamp Nathaniel Parker Marsha Thomason Jennifer TillyRob Minkoff
365,686,Contact,Drama Science Fiction Mystery,based on novel nasa new mexico extraterrestrial technology prime number,Jodie Foster Matthew McConaughey James Woods John Hurt Tom Skerritt,Robert Zemeckis,Drama Science Fiction Mystery based on novel nasa new mexico extraterrestrial technology prime number Jodie Foster Matthew McConaughey James Woods John Hurt Tom SkerrittRobert Zemeckis
366,9383,Hollow Man,Action Science Fiction Thriller,killing human experimentation scientist invisible man science experiment,Kevin Bacon Elisabeth Shue Josh Brolin Kim Dickens Rhona Mitra,Paul Verhoeven,Action Science Fiction Thriller killing human experimentation scientist invisible man science experiment Kevin Bacon Elisabeth Shue Josh Brolin Kim Dickens Rhona MitraPaul Verhoeven
367,179,The Interpreter,Crime Thriller,new york dictator africa destruction of a civilization assassination,Nicole Kidman Sean Penn Catherine Keener Jesper Christensen Yvan Attal,Sydney Pollack,Crime Thriller new york dictator africa destruction of a civilization assassination Nicole Kidman Sean Penn Catherine Keener Jesper Christensen Yvan AttalSydney Pollack
368,76285,Percy Jackson: Sea of Monsters,Adventure Family Fantasy,poison hermes poseidon demigod golden fleece,Logan Lerman Alexandra Daddario Douglas Smith Leven Rambin Brandon T. Jackson,Thor Freudenthal,Adventure Family Fantasy poison hermes poseidon demigod golden fleece Logan Lerman Alexandra Daddario Douglas Smith Leven Rambin Brandon T. JacksonThor Freudenthal
369,1996,Lara Croft Tomb Raider: The Cradle of Life,Action Adventure Fantasy Thriller,riddle treasure medallion kenia alexander the great,Angelina Jolie Gerard Butler Noah Taylor Djimon Hounsou Til Schweiger,Jan de Bont,Action Adventure Fantasy Thriller riddle treasure medallion kenia alexander the great Angelina Jolie Gerard Butler Noah Taylor Djimon Hounsou Til SchweigerJan de Bont
370,291805,Now You See Me 2,Action Adventure Comedy Crime Mystery,london england china magic secret society vigilante,Jesse Eisenberg Woody Harrelson Mark Ruffalo Dave Franco Morgan Freeman,Jon M. Chu,Action Adventure Comedy Crime Mystery london england china magic secret society vigilante Jesse Eisenberg Woody Harrelson Mark Ruffalo Dave Franco Morgan FreemanJon M. Chu
371,10003,The Saint,Thriller Action Romance Science Fiction Adventure,berlin russia gas master thief the saint,Val Kilmer Elisabeth Shue Rade Serbedzija Henry Goodman Alun Armstrong,Phillip Noyce,Thriller Action Romance Science Fiction Adventure berlin russia gas master thief the saint Val Kilmer Elisabeth Shue Rade Serbedzija Henry Goodman Alun ArmstrongPhillip Noyce
372,1535,Spy Game,Action Crime Thriller,spy china cia cold war,Robert Redford Brad Pitt Catherine McCormack Stephen Dillane Larry Bryggman,Tony Scott,Action Crime Thriller spy china cia cold war Robert Redford Brad Pitt Catherine McCormack Stephen Dillane Larry BryggmanTony Scott
373,2067,Mission to Mars,Science Fiction,mars spacecraft space travel alien long take,Gary Sinise Tim Robbins Don Cheadle Connie Nielsen Jerry O'Connell,Brian De Palma,Science Fiction mars spacecraft space travel alien long take Gary Sinise Tim Robbins Don Cheadle Connie Nielsen Jerry O'ConnellBrian De Palma
374,46195,Rio,Animation Adventure Comedy Family,brazil pet bird musical canary,Jesse Eisenberg Anne Hathaway Leslie Mann Jane Lynch Will.i.am,Carlos Saldanha,Animation Adventure Comedy Family brazil pet bird musical canary Jesse Eisenberg Anne Hathaway Leslie Mann Jane Lynch Will.i.amCarlos Saldanha
375,2277,Bicentennial Man,Comedy Science Fiction,android hologram freedom futuristic robot,Robin Williams Sam Neill Embeth Davidtz Oliver Platt Kiersten Warren,Chris Columbus,Comedy Science Fiction android hologram freedom futuristic robot Robin Williams Sam Neill Embeth Davidtz Oliver Platt Kiersten WarrenChris Columbus
376,10357,Volcano,Science Fiction Action Drama Thriller,subway lava volcano volcanologist los angeles,Tommy Lee Jones Anne Heche Gaby Hoffmann Don Cheadle Joshua Fardon,Mick Jackson,Science Fiction Action Drama Thriller subway lava volcano volcanologist los angeles Tommy Lee Jones Anne Heche Gaby Hoffmann Don Cheadle Joshua FardonMick Jackson
377,4477,The Devil's Own,Crime Thriller Drama,new york terrorist anonymity northern ireland,Harrison Ford Brad Pitt Margaret Colin Rub\u00e9n Blades Treat Williams,Alan J. Pakula,Crime Thriller Drama new york terrorist anonymity northern ireland Harrison Ford Brad Pitt Margaret Colin Rub\u00e9n Blades Treat WilliamsAlan J. Pakula
378,8665,K-19: The Widowmaker,Drama History Thriller,submarine soviet union core melt north atlantic nuclear,Harrison Ford Liam Neeson Peter Sarsgaard Joss Ackland John Shrapnel,Kathryn Bigelow,Drama History Thriller submarine soviet union core melt north atlantic nuclear Harrison Ford Liam Neeson Peter Sarsgaard Joss Ackland John ShrapnelKathryn Bigelow
379,9387,Conan the Barbarian,Adventure Fantasy Action,gladiator repayment despot barbarian sword and sorcery,Arnold Schwarzenegger James Earl Jones Max von Sydow Sandahl Bergman Cassandra Gava,John Milius,Adventure Fantasy Action gladiator repayment despot barbarian sword and sorcery Arnold Schwarzenegger James Earl Jones Max von Sydow Sandahl Bergman Cassandra GavaJohn Milius
380,921,Cinderella Man,Romance Drama History,transporter netherlands world cup socially deprived family family's daily life,Russell Crowe Ren\u00e9e Zellweger Paul Giamatti Craig Bierko Paddy Considine,Ron Howard,Romance Drama History transporter netherlands world cup socially deprived family family's daily life Russell Crowe Ren\u00e9e Zellweger Paul Giamatti Craig Bierko Paddy ConsidineRon Howard
381,49852,The Nutcracker: The Untold Story,Fantasy Action Family,,Elle Fanning Nathan Lane John Turturro Frances de la Tour Charlie Rowe,Andrei Konchalovsky,Fantasy Action Family  Elle Fanning Nathan Lane John Turturro Frances de la Tour Charlie RoweAndrei Konchalovsky
382,4464,Seabiscuit,Drama History,horse race american dream racehorse great depression,Jeff Bridges David McCullough Chris Cooper Tobey Maguire Elizabeth Banks,Gary Ross,Drama History horse race american dream racehorse great depression Jeff Bridges David McCullough Chris Cooper Tobey Maguire Elizabeth BanksGary Ross
383,664,Twister,Action Adventure Drama,wife husband relationship tornado twister oklahoma metereologist,Helen Hunt Bill Paxton Cary Elwes Jami Gertz Philip Seymour Hoffman,Jan de Bont,Action Adventure Drama wife husband relationship tornado twister oklahoma metereologist Helen Hunt Bill Paxton Cary Elwes Jami Gertz Philip Seymour HoffmanJan de Bont
384,8358,Cast Away,Adventure Drama,exotic island suicide attempt volleyball loneliness airplane crash,Tom Hanks Helen Hunt Chris Noth Paul Sanchez Lari White,Robert Zemeckis,Adventure Drama exotic island suicide attempt volleyball loneliness airplane crash Tom Hanks Helen Hunt Chris Noth Paul Sanchez Lari WhiteRobert Zemeckis
385,9836,Happy Feet,Animation Comedy,ocean fish zoo penguin tap dancing,Elijah Wood Robin Williams Brittany Murphy Hugh Jackman Nicole Kidman,George Miller,Animation Comedy ocean fish zoo penguin tap dancing Elijah Wood Robin Williams Brittany Murphy Hugh Jackman Nicole KidmanGeorge Miller
386,2502,The Bourne Supremacy,Action Drama Thriller,berlin assassin based on novel amnesia sniper,Matt Damon Franka Potente Brian Cox Julia Stiles Karl Urban,Paul Greengrass,Action Drama Thriller berlin assassin based on novel amnesia sniper Matt Damon Franka Potente Brian Cox Julia Stiles Karl UrbanPaul Greengrass
387,9772,Air Force One,Action Thriller,prison corruption journalist white house hostage,Harrison Ford Gary Oldman Glenn Close Wendy Crewson William H. Macy,Wolfgang Petersen,Action Thriller prison corruption journalist white house hostage Harrison Ford Gary Oldman Glenn Close Wendy Crewson William H. MacyWolfgang Petersen
388,161,Ocean's Eleven,Thriller Crime,prison pickpocket strip club con artist atlantic city,George Clooney Brad Pitt Matt Damon Andy Garc\u00eda Julia Roberts,Steven Soderbergh,Thriller Crime prison pickpocket strip club con artist atlantic city George Clooney Brad Pitt Matt Damon Andy Garc\u00eda Julia RobertsSteven Soderbergh
389,52451,The Three Musketeers,Adventure Action Thriller,number in title historical fiction musketeer 17th century 3d,Milla Jovovich Orlando Bloom Logan Lerman Ray Stevenson Matthew Macfadyen,Paul W.S. Anderson,Adventure Action Thriller number in title historical fiction musketeer 17th century 3d Milla Jovovich Orlando Bloom Logan Lerman Ray Stevenson Matthew MacfadyenPaul W.S. Anderson
390,76492,Hotel Transylvania,Animation Comedy Family Fantasy,witch magic mummy vampire dracula,Adam Sandler Steve Buscemi David Spade Kevin James Selena Gomez,Genndy Tartakovsky,Animation Comedy Family Fantasy witch magic mummy vampire dracula Adam Sandler Steve Buscemi David Spade Kevin James Selena GomezGenndy Tartakovsky
391,4523,Enchanted,Comedy Family Fantasy Romance,poison queen fairy tale musical princess,Amy Adams Patrick Dempsey James Marsden Timothy Spall Rachel Covey,Kevin Lima,Comedy Family Fantasy Romance poison queen fairy tale musical princess Amy Adams Patrick Dempsey James Marsden Timothy Spall Rachel CoveyKevin Lima
392,59961,Safe House,Action Thriller,cia violence safe house rogue agent cape town south africa,Denzel Washington Ryan Reynolds Vera Farmiga Joel Kinnaman Brendan Gleeson,Daniel Espinosa,Action Thriller cia violence safe house rogue agent cape town south africa Denzel Washington Ryan Reynolds Vera Farmiga Joel Kinnaman Brendan GleesonDaniel Espinosa
393,10481,102 Dalmatians,Comedy Family,london england prison release from prison women's prison society for the prevention of cruelty to animals,Glenn Close Ioan Gruffudd Alice Evans Tim McInnerny G\u00e9rard Depardieu,Kevin Lima,Comedy Family london england prison release from prison women's prison society for the prevention of cruelty to animals Glenn Close Ioan Gruffudd Alice Evans Tim McInnerny G\u00e9rard DepardieuKevin Lima
394,59108,Tower Heist,Action Comedy,skyscraper thanksgiving billionaire parade fbi agent,Ben Stiller Eddie Murphy Casey Affleck Alan Alda Matthew Broderick,Brett Ratner,Action Comedy skyscraper thanksgiving billionaire parade fbi agent Ben Stiller Eddie Murphy Casey Affleck Alan Alda Matthew BroderickBrett Ratner
395,1581,The Holiday,Comedy Romance,holiday london england film making christmas party country house,Cameron Diaz Kate Winslet Jude Law Jack Black Eli Wallach,Nancy Meyers,Comedy Romance holiday london england film making christmas party country house Cameron Diaz Kate Winslet Jude Law Jack Black Eli WallachNancy Meyers
396,9798,Enemy of the State,Action Drama Thriller,corruption washington d.c. helicopter falsely accused identity,Will Smith Gene Hackman Jon Voight Regina King Ian Hart,Tony Scott,Action Drama Thriller corruption washington d.c. helicopter falsely accused identity Will Smith Gene Hackman Jon Voight Regina King Ian HartTony Scott
397,22897,It's Complicated,Comedy Romance,graduation ex husband woman director,Meryl Streep Alec Baldwin Steve Martin John Krasinski Lake Bell,Nancy Meyers,Comedy Romance graduation ex husband woman director Meryl Streep Alec Baldwin Steve Martin John Krasinski Lake BellNancy Meyers
398,298,Ocean's Thirteen,Crime Thriller,casino thief revenge heist las vegas,George Clooney Brad Pitt Matt Damon Al Pacino Bernie Mac,Steven Soderbergh,Crime Thriller casino thief revenge heist las vegas George Clooney Brad Pitt Matt Damon Al Pacino Bernie MacSteven Soderbergh
399,7484,Open Season,Adventure Animation Family,hunter mountains garage grizzly bear bunny,Martin Lawrence Ashton Kutcher Gary Sinise Debra Messing Billy Connolly,Jill Culton,Adventure Animation Family hunter mountains garage grizzly bear bunny Martin Lawrence Ashton Kutcher Gary Sinise Debra Messing Billy ConnollyJill Culton
400,157350,Divergent,Adventure Action Science Fiction,based on novel dystopia youth dystopic future caste system,Shailene Woodley Theo James Kate Winslet Miles Teller Ray Stevenson,Neil Burger,Adventure Action Science Fiction based on novel dystopia youth dystopic future caste system Shailene Woodley Theo James Kate Winslet Miles Teller Ray StevensonNeil Burger
401,853,Enemy at the Gates,War,winter sniper world war ii stalingrad,Jude Law Rachel Weisz Ed Harris Joseph Fiennes Bob Hoskins,Jean-Jacques Annaud,War winter sniper world war ii stalingrad Jude Law Rachel Weisz Ed Harris Joseph Fiennes Bob HoskinsJean-Jacques Annaud
402,10159,The Rundown,Adventure Action Comedy Thriller,hunter bounty bounty hunter fight amazon,"Dwayne Johnson Seann William Scott Rosario Dawson Christopher Walken Ernie Reyes, Jr.",Peter Berg,"Adventure Action Comedy Thriller hunter bounty bounty hunter fight amazon Dwayne Johnson Seann William Scott Rosario Dawson Christopher Walken Ernie Reyes, Jr.Peter Berg"
403,9593,Last Action Hero,Adventure Fantasy Action Comedy Family,magic movie in movie spoof magical object cartoon cat,Arnold Schwarzenegger F. Murray Abraham Art Carney Charles Dance Frank McRae,John McTiernan,Adventure Fantasy Action Comedy Family magic movie in movie spoof magical object cartoon cat Arnold Schwarzenegger F. Murray Abraham Art Carney Charles Dance Frank McRaeJohn McTiernan
404,1904,Memoirs of a Geisha,Drama History Romance,japan prostitute sister sister relationship brothel world war ii,Zhang Ziyi Gong Li Youki Kudoh Tsai Chin Suzuka Ohgo,Rob Marshall,Drama History Romance japan prostitute sister sister relationship brothel world war ii Zhang Ziyi Gong Li Youki Kudoh Tsai Chin Suzuka OhgoRob Marshall
405,9615,The Fast and the Furious: Tokyo Drift,Action Crime Drama Thriller,car race car journey car mechanic auto car garage,Lucas Black Nathalie Kelley Sung Kang Shad Moss Brian Tee,Justin Lin,Action Crime Drama Thriller car race car journey car mechanic auto car garage Lucas Black Nathalie Kelley Sung Kang Shad Moss Brian TeeJustin Lin
406,51052,Arthur Christmas,Drama Animation Family Comedy,holiday santa claus duringcreditsstinger woman director christmas,James McAvoy Hugh Laurie Bill Nighy Jim Broadbent Imelda Staunton,Barry Cook,Drama Animation Family Comedy holiday santa claus duringcreditsstinger woman director christmas James McAvoy Hugh Laurie Bill Nighy Jim Broadbent Imelda StauntonBarry Cook
407,297,Meet Joe Black,Fantasy Drama Mystery,life and death love at first sight broken engagement fireworks religion and supernatural,Brad Pitt Anthony Hopkins Claire Forlani Jeffrey Tambor Marcia Gay Harden,Martin Brest,Fantasy Drama Mystery life and death love at first sight broken engagement fireworks religion and supernatural Brad Pitt Anthony Hopkins Claire Forlani Jeffrey Tambor Marcia Gay HardenMartin Brest
408,9884,Collateral Damage,Action Thriller Drama,terrorist fbi colombia firemen revenge,Arnold Schwarzenegger Francesca Neri Elias Koteas Cliff Curtis John Turturro,Andrew Davis,Action Thriller Drama terrorist fbi colombia firemen revenge Arnold Schwarzenegger Francesca Neri Elias Koteas Cliff Curtis John TurturroAndrew Davis
409,16858,All That Jazz,Drama Music,show business film making tap dancing movie in movie divorce,Roy Scheider Jessica Lange Leland Palmer Ann Reinking Ben Vereen,Bob Fosse,Drama Music show business film making tap dancing movie in movie divorce Roy Scheider Jessica Lange Leland Palmer Ann Reinking Ben VereenBob Fosse
410,62764,Mirror Mirror,Adventure Fantasy Drama Comedy Science Fiction,attempted murder fairy tale black magic cockroach villainess,Julia Roberts Lily Collins Armie Hammer Nathan Lane Martin Klebba,Tarsem Singh,Adventure Fantasy Drama Comedy Science Fiction attempted murder fairy tale black magic cockroach villainess Julia Roberts Lily Collins Armie Hammer Nathan Lane Martin KlebbaTarsem Singh
411,22538,Scott Pilgrim vs. the World,Action Adventure Comedy,whipping hipster underage girlfriend animated flashback character's point of view camera shot,Michael Cera Mary Elizabeth Winstead Kieran Culkin Chris Evans Anna Kendrick,Edgar Wright,Action Adventure Comedy whipping hipster underage girlfriend animated flashback character's point of view camera shot Michael Cera Mary Elizabeth Winstead Kieran Culkin Chris Evans Anna KendrickEdgar Wright
